0.4 0.99559 2.2094
0.405 0.99457 2.2424
0.41 0.99399 2.2745
0.415 0.99411 2.3075
0.42 0.99504 2.3399
0.425 0.99688 2.3713
0.43 0.9989 2.4027
0.435 1.0013 2.4328
0.44 1.0043 2.4637
0.445 1.0071 2.4937
0.45 1.0108 2.5235
0.455 1.0099 2.545
0.46 1.0089 2.5678
0.465 1.0087 2.59
0.47 1.0085 2.6107
0.475 1.0092 2.6306
0.48 1.01 2.6516
0.485 1.0113 2.6691
0.49 1.0123 2.6858
0.495 1.014 2.7
0.5 1.0149 2.712
0.505 1.0119 2.7189
0.51 1.007 2.7237
0.515 1.0008 2.7254
0.52 0.99187 2.7247
0.525 0.97945 2.7206
0.53 0.96325 2.7146
0.535 0.94137 2.7043
0.54 0.91221 2.6924
0.545 0.87374 2.6789
0.55 0.82447 2.6662
0.555 0.75999 2.6565
0.56 0.68285 2.6561
0.565 0.5953 2.6715
0.57 0.50385 2.7054
0.575 0.41583 2.7596
0.58 0.33956 2.8295
0.585 0.27692 2.9099
0.59 0.22809 2.995
0.595 0.19172 3.0797
0.6 0.16532 3.1625
0.605 0.14621 3.2389
0.61 0.13236 3.3125
0.615 0.12224 3.3818
0.62 0.11659 3.4478
0.625 0.11146 3.5096
0.63 0.10773 3.5699
0.635 0.10461 3.6268
0.64 0.10266 3.6819
0.645 0.10096 3.7365
0.65 0.099955 3.7883
0.655 0.099042 3.8404
0.66 0.09792 3.8923
0.665 0.097346 3.9423
0.67 0.097018 3.9921
0.675 0.096408 4.0391
0.68 0.096279 4.0866
0.685 0.096332 4.1333
0.69 0.096227 4.1802
0.695 0.096384 4.2249
0.7 0.096534 4.27
0.705 0.096758 4.3148
0.71 0.096944 4.3585
0.715 0.097225 4.4016
0.72 0.098053 4.446
0.725 0.0981 4.4892
0.73 0.098347 4.5326
0.735 0.098634 4.5732
0.74 0.098726 4.6158
0.745 0.099146 4.6567
0.75 0.099951 4.6981
0.755 0.099734 4.7386
0.76 0.10025 4.7805
0.765 0.10155 4.8215
0.77 0.10138 4.8614
0.775 0.10238 4.9015
0.78 0.103 4.9426
0.785 0.10316 4.9827
0.79 0.10389 5.0219
0.795 0.10452 5.0614
0.8 0.10378 5.099
0.805 0.10473 5.1392
0.81 0.10503 5.1792
0.815 0.10589 5.2198
0.82 0.10725 5.264
0.825 0.10713 5.2972
0.83 0.10894 5.3386
0.835 0.10985 5.3809
0.84 0.11059 5.42
0.845 0.1112 5.4573
0.85 0.11235 5.4978
0.855 0.11299 5.5405
0.86 0.11421 5.5761
0.865 0.11498 5.6141
0.87 0.11573 5.652
0.875 0.11709 5.6908
0.88 0.11725 5.7309
0.885 0.11798 5.7658
0.89 0.11977 5.8031
0.895 0.12035 5.8436
0.9 0.12214 5.8817
0.905 0.12279 5.9212
0.91 0.12266 5.9608
0.915 0.1247 5.9997
0.92 0.125 6.0338
0.925 0.12517 6.0729
0.93 0.12631 6.1114
0.935 0.1274 6.1514
0.94 0.12815 6.1879
0.945 0.12892 6.225
0.95 0.13 6.263
0.955 0.13018 6.3015
0.96 0.13131 6.3414
0.965 0.13228 6.3837
0.97 0.1339 6.4202
0.975 0.1347 6.4577
0.98 0.13401 6.4951
0.985 0.13503 6.5315
0.99 0.135 6.5717
0.995 0.13629 6.6083
1 0.13633 6.6427
1.005 0.13659 6.6835
1.01 0.13829 6.7189
1.015 0.14077 6.7575
1.02 0.1413 6.7994
1.025 0.14953 6.826
1.03 0.15088 6.8639
1.035 0.15306 6.9008
1.04 0.15259 6.9363
1.045 0.1561 6.9744
1.05 0.15582 7.0129
1.055 0.15639 7.051
1.06 0.15815 7.0851
1.065 0.15818 7.1193
1.07 0.16328 7.1621
1.075 0.16346 7.2035
1.08 0.16626 7.2375
1.085 0.1631 7.2709
1.09 0.16566 7.3095
1.095 0.16724 7.3494
