0.5 1.6617 0
0.51 1.6588 0
0.52 1.6561 0
0.53 1.6536 0
0.54 1.6514 0
0.55 1.6493 0
0.56 1.6474 0
0.57 1.6457 0
0.58 1.644 0
0.59 1.6425 0
0.6 1.6411 0
0.61 1.6398 0
0.62 1.6386 0
0.63 1.6375 0
0.64 1.6364 0
0.65 1.6355 0
0.66 1.6345 0
0.67 1.6337 0
0.68 1.6329 0
0.69 1.6321 0
0.7 1.6314 0
0.71 1.6308 0
0.72 1.6301 0
0.73 1.6295 0
0.74 1.629 0
0.75 1.6285 0
0.76 1.628 0
0.77 1.6275 0
0.78 1.627 0
0.79 1.6266 0
0.8 1.6262 0
0.81 1.6258 0
0.82 1.6255 0
0.83 1.6251 0
0.84 1.6248 0
0.85 1.6245 0
0.86 1.6242 0
0.87 1.6239 0
0.88 1.6237 0
0.89 1.6234 0
0.9 1.6232 0
0.91 1.6229 0
0.92 1.6227 0
0.93 1.6225 0
0.94 1.6223 0
0.95 1.6221 0
0.96 1.6219 0
0.97 1.6217 0
0.98 1.6215 0
0.99 1.6214 0
1 1.6212 0
1.01 1.6211 0
1.02 1.6209 0
1.03 1.6208 0
1.04 1.6206 0
1.05 1.6205 0
1.06 1.6204 0
1.07 1.6202 0
1.08 1.6201 0
1.09 1.62 0
1.1 1.6199 0
1.11 1.6198 0
1.12 1.6197 0
1.13 1.6196 0
1.14 1.6195 0
1.15 1.6194 0
1.16 1.6193 0
1.17 1.6192 0
1.18 1.6191 0
1.19 1.6191 0
1.2 1.619 0
1.21 1.6189 0
1.22 1.6188 0
1.23 1.6188 0
1.24 1.6187 0
1.25 1.6186 0
1.26 1.6186 0
1.27 1.6185 0
1.28 1.6184 0
1.29 1.6184 0
1.3 1.6183 0
1.31 1.6183 0
1.32 1.6182 0
1.33 1.6181 0
1.34 1.6181 0
1.35 1.618 0
1.36 1.618 0
1.37 1.6179 0
1.38 1.6179 0
1.39 1.6179 0
1.4 1.6178 0
1.41 1.6178 0
1.42 1.6177 0
1.43 1.6177 0
1.44 1.6176 0
1.45 1.6176 0
1.46 1.6176 0
1.47 1.6175 0
1.48 1.6175 0
1.49 1.6175 0
1.5 1.6174 0
1.51 1.6174 0
1.52 1.6174 0
1.53 1.6173 0
1.54 1.6173 0
1.55 1.6173 0
1.56 1.6172 0
1.57 1.6172 0
1.58 1.6172 0
1.59 1.6171 0
1.6 1.6171 0
1.61 1.6171 0
1.62 1.6171 0
1.63 1.617 0
1.64 1.617 0
1.65 1.617 0
1.66 1.617 0
1.67 1.6169 0
1.68 1.6169 0
1.69 1.6169 0
1.7 1.6169 0
1.71 1.6168 0
1.72 1.6168 0
1.73 1.6168 0
1.74 1.6168 0
1.75 1.6168 0
1.76 1.6167 0
1.77 1.6167 0
1.78 1.6167 0
1.79 1.6167 0
1.8 1.6167 0
1.81 1.6167 0
1.82 1.6166 0
1.83 1.6166 0
1.84 1.6166 0
1.85 1.6166 0
1.86 1.6166 0
1.87 1.6166 0
1.88 1.6165 0
1.89 1.6165 0
1.9 1.6165 0
1.91 1.6165 0
1.92 1.6165 0
1.93 1.6165 0
1.94 1.6164 0
1.95 1.6164 0
1.96 1.6164 0
1.97 1.6164 0
1.98 1.6164 0
1.99 1.6164 0
2 1.6164 0
